Siparis_ID,Siparis_Tarihi,Sevk_Tarihi,Musteri_ID,Musteri_Ismi,Segment,Bolge,Sehir,Ilce,Urun_ID,Kategori,Alt_Kategori,Urun_Adi,Satis,Kar
TU-2016-PS8760134-41429,04/06/2016,10/06/2016,PS-8760134,Pamela Stobb,Tüketici,GD Anadolu,Batman,Merkez,OFF-ST-6275,Ofis Malzemeleri,Depolama,Tenex Shelving. Wire Frame,214.92,58.18
TU-2016-PS8760134-41429,04/06/2016,10/06/2016,PS-8760134,Pamela Stobb,Tüketici,GD Anadolu,Batman,Merkez,OFF-ST-4294,Ofis Malzemeleri,Depolama,Fellowes Trays. Industrial,23.15,2.86
TU-2016-PG8895134-41431,06/06/2016,11/06/2016,PG-8895134,Paul Gonzalez,Tüketici,Akdeniz,Mersin,Mezitli,TEC-MA-5568,Teknoloji,Makine,Panasonic Phone. Red,65.59,4.33
TU-2016-SS10875134-41431,06/06/2016,07/06/2016,SS-10875134,Sung Shariari,Tüketici,Karadeniz,Ordu,Ünye,OFF-BI-2882,Ofis Malzemeleri,Cilt,Acco 3-Hole Punch. Durable,12.65,6.01
TU-2016-JD6060134-41434,09/06/2016,13/06/2016,JD-6060134,Julia Dunbar,Tüketici,GD Anadolu,Gaziantep,Nizip,OFF-LA-4679,Ofis Malzemeleri,Etiket,Hon Removable Labels. Adjustable,6.53,-2.51
TU-2016-JD6060134-41434,09/06/2016,13/06/2016,JD-6060134,Julia Dunbar,Tüketici,GD Anadolu,Gaziantep,Nizip,OFF-FA-5471,Ofis Malzemeleri,Sabitleyici,OIC Push Pins. 12 Pack,5.74,2.23
TU-2016-JF5565134-41437,12/06/2016,15/06/2016,JF-5565134,Jill Fjeld,Tüketici,GD Anadolu,Gaziantep,Nizip,OFF-EN-5033,Ofis Malzemeleri,Zarf,Kraft Mailers. Recycled,14.58,4.48
TU-2016-AH210134-41437,12/06/2016,17/06/2016,AH-210134,Alan Hwang,Tüketici,Ege,İzmir,Torbalı,FUR-BO-5788,Mobilya,Kitaplık,Safco Library with Doors. Traditional,155.92,-2.20
TU-2016-GH4425134-41440,15/06/2016,18/06/2016,GH-4425134,Gary Hwang,Tüketici,İç Anadolu,Ankara,Çankaya,TEC-MA-5513,Teknoloji,Makine,Okidata Printer. Wireless,107.40,88.62
TU-2016-GH4425134-41440,15/06/2016,18/06/2016,GH-4425134,Gary Hwang,Tüketici,İç Anadolu,Ankara,Çankaya,OFF-PA-4167,Ofis Malzemeleri,Kağıt,Enermax Message Books. 8.5 x 11,42.62,9.46
TU-2016-GH4425134-41440,15/06/2016,18/06/2016,GH-4425134,Gary Hwang,Tüketici,İç Anadolu,Ankara,Çankaya,OFF-LA-6028,Ofis Malzemeleri,Etiket,Smead Color Coded Labels. Adjustable,8.76,2.34
TU-2016-IM5070134-41440,15/06/2016,19/06/2016,IM-5070134,Irene Maddox,Tüketici,Marmara,Bursa,Orhangazi,FUR-FU-4065,Mobilya,Mobilya,Eldon Frame. Duo Pack,46.52,7.47
TU-2016-DF3135134-41444,19/06/2016,24/06/2016,DF-3135134,David Flashing,Tüketici,İç Anadolu,Ankara,Çankaya,TEC-MA-5005,Teknoloji,Makine,Konica Card Printer. Wireless,70.07,-6.58
TU-2016-DF3135134-41444,19/06/2016,24/06/2016,DF-3135134,David Flashing,Tüketici,İç Anadolu,Ankara,Çankaya,FUR-FU-3952,Mobilya,Mobilya,Deflect-O Photo Frame. Durable,39.14,5.04
TU-2016-DF3135134-41444,19/06/2016,24/06/2016,DF-3135134,David Flashing,Tüketici,İç Anadolu,Ankara,Çankaya,TEC-MA-4192,Teknoloji,Makine,Epson Calculator. Wireless,18.56,2.66
TU-2016-CC2370134-41446,21/06/2016,25/06/2016,CC-2370134,Christopher Conant,Tüketici,Karadeniz,Ordu,Ünye,OFF-ST-4079,Ofis Malzemeleri,Depolama,Eldon Lockers. Industrial,79.36,2.83
TU-2016-CK2760134-41448,23/06/2016,25/06/2016,CK-2760134,Cyma Kinney,Kurumsal,İç Anadolu,Aksaray,Ortaköy,OFF-AR-5905,Ofis Malzemeleri,Sanat,Sanford Canvas. Water Color,21.48,2.22
TU-2016-PW9030134-41448,23/06/2016,29/06/2016,PW-9030134,Pauline Webber,Kurumsal,Ege,Aydın,Nazilli,TEC-MA-4192,Teknoloji,Makine,Epson Calculator. Wireless,37.13,3.31
TU-2016-PW9030134-41448,23/06/2016,29/06/2016,PW-9030134,Pauline Webber,Kurumsal,Ege,Aydın,Nazilli,OFF-PA-5850,Ofis Malzemeleri,Kağıt,SanDisk Cards & Envelopes. Recycled,38.66,-4.16
TU-2016-PW9030134-41448,23/06/2016,29/06/2016,PW-9030134,Pauline Webber,Kurumsal,Ege,Aydın,Nazilli,OFF-BI-2898,Ofis Malzemeleri,Cilt,Acco Binder. Recycled,6.20,1.86
TU-2016-DK3150134-41448,23/06/2016,28/06/2016,DK-3150134,David Kendrick,Kurumsal,Karadeniz,Rize,Çayeli,OFF-AR-3499,Ofis Malzemeleri,Sanat,Binney & Smith Sketch Pad. Blue,18.53,5.76
TU-2016-BD1770134-41450,25/06/2016,30/06/2016,BD-1770134,Bryan Davis,Tüketici,Marmara,İstanbul,Kartal,TEC-PH-5353,Teknoloji,Telefon,Nokia Signal Booster. with Caller ID,436.80,-38.64
TU-2016-BD1770134-41450,25/06/2016,30/06/2016,BD-1770134,Bryan Davis,Tüketici,Marmara,İstanbul,Kartal,TEC-CO-4568,Teknoloji,Fotokopi Makinesi,Hewlett Copy Machine. Color,106.04,8.95
TU-2016-BD1770134-41450,25/06/2016,30/06/2016,BD-1770134,Bryan Davis,Tüketici,Marmara,İstanbul,Kartal,OFF-AR-3527,Ofis Malzemeleri,Sanat,Boston Canvas. Fluorescent,43.92,6.14
TU-2016-BD1770134-41450,25/06/2016,30/06/2016,BD-1770134,Bryan Davis,Tüketici,Marmara,İstanbul,Kartal,OFF-FA-6207,Ofis Malzemeleri,Sabitleyici,Stockwell Thumb Tacks. Bulk Pack,5.41,1.10
TU-2016-GB4575134-41451,26/06/2016,28/06/2016,GB-4575134,Giulietta Baptist,Tüketici,İç Anadolu,Ankara,Mamak,OFF-ST-4057,Ofis Malzemeleri,Depolama,Eldon File Cart. Single Width,204.67,-21.97
TU-2016-CM2235134-41452,27/06/2016,29/06/2016,CM-2235134,Chris McAfee,Tüketici,Marmara,Bursa,Orhangazi,FUR-FU-4077,Mobilya,Mobilya,Eldon Light Bulb. Erganomic,38.11,5.77
TU-2016-CM2235134-41452,27/06/2016,29/06/2016,CM-2235134,Chris McAfee,Tüketici,Marmara,Bursa,Orhangazi,OFF-ST-6272,Ofis Malzemeleri,Depolama,Tenex Shelving. Blue,21.86,3.07
TU-2016-KN6450134-41453,28/06/2016,04/07/2016,KN-6450134,Kean Nguyen,Kurumsal,Marmara,Bursa,Orhangazi,OFF-BI-4804,Ofis Malzemeleri,Cilt,Ibico 3-Hole Punch. Durable,25.56,2.34
TU-2016-LB6735134-41454,29/06/2016,04/07/2016,LB-6735134,Larry Blacks,Tüketici,Marmara,Çanakkale,Çan,FUR-FU-5728,Mobilya,Mobilya,Rubbermaid Frame. Duo Pack,175.92,25.52
TU-2016-LW6825134-41454,29/06/2016,03/07/2016,LW-6825134,Laurel Workman,Kurumsal,Marmara,İstanbul,Esenyurt,OFF-PA-5876,Ofis Malzemeleri,Kağıt,SanDisk Message Books. 8.5 x 11,11.18,3.10
TU-2016-AR510134-41457,02/07/2016,07/07/2016,AR-510134,Andrew Roberts,Tüketici,Ege,Denizli,Tavas,FUR-CH-4557,Mobilya,Sandalye,Harbour Creations Steel Folding Chair. Adjustable,40.15,6.12
TU-2016-AG765134-41458,03/07/2016,08/07/2016,AG-765134,Anthony Garverick,Ev-Ofis,Akdeniz,Mersin,Silifke,TEC-CO-4775,Teknoloji,Fotokopi Makinesi,HP Fax Machine. High-Speed,238.51,38.01
TU-2016-AG765134-41458,03/07/2016,08/07/2016,AG-765134,Anthony Garverick,Ev-Ofis,Akdeniz,Mersin,Silifke,TEC-PH-3816,Teknoloji,Telefon,Cisco Speaker Phone. Full Size,55.91,6.34
TU-2016-LS6945134-41460,05/07/2016,05/07/2016,LS-6945134,Linda Southworth,Kurumsal,İç Anadolu,Ankara,Çankaya,TEC-PH-3153,Teknoloji,Telefon,Apple Speaker Phone. with Caller ID,295.92,59.02
TU-2016-LS6945134-41460,05/07/2016,05/07/2016,LS-6945134,Linda Southworth,Kurumsal,İç Anadolu,Ankara,Çankaya,TEC-CO-4792,Teknoloji,Fotokopi Makinesi,HP Wireless Fax. Laser,144.08,19.53
TU-2016-LS6945134-41460,05/07/2016,05/07/2016,LS-6945134,Linda Southworth,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-ST-5691,Ofis Malzemeleri,Depolama,Rogers File Cart. Blue,56.27,8.02
TU-2016-LC6960134-41466,11/07/2016,14/07/2016,LC-6960134,Lindsay Castell,Ev-Ofis,Ege,Manisa,Soma,OFF-AR-3448,Ofis Malzemeleri,Sanat,BIC Canvas. Easy-Erase,43.18,8.10
TU-2016-LC6960134-41466,11/07/2016,14/07/2016,LC-6960134,Lindsay Castell,Ev-Ofis,Ege,Manisa,Soma,OFF-SU-4314,Ofis Malzemeleri,Sarf Malzemesi,Fiskars Ruler. Steel,11.06,2.22
TU-2016-RP9855134-41469,14/07/2016,16/07/2016,RP-9855134,Roy Phan,Kurumsal,İç Anadolu,Ankara,Çankaya,TEC-MA-5019,Teknoloji,Makine,Konica Receipt Printer. Red,191.04,18.60
TU-2016-RP9855134-41469,14/07/2016,16/07/2016,RP-9855134,Roy Phan,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-AR-3548,Ofis Malzemeleri,Sanat,Boston Pens. Fluorescent,6.19,1.68
TU-2016-DV3045134-41471,16/07/2016,21/07/2016,DV-3045134,Darrin Van Huff,Kurumsal,Akdeniz,Antalya,Alanya,TEC-MA-5010,Teknoloji,Makine,Konica Phone. Durable,34.52,5.55
TU-2016-DV3045134-41471,16/07/2016,21/07/2016,DV-3045134,Darrin Van Huff,Kurumsal,Akdeniz,Antalya,Kepez,OFF-AP-4968,Ofis Malzemeleri,Araç Gereç,KitchenAid Toaster. Black,33.90,5.44
TU-2016-DV3045134-41471,16/07/2016,21/07/2016,DV-3045134,Darrin Van Huff,Kurumsal,Akdeniz,Antalya,Kepez,FUR-FU-3930,Mobilya,Mobilya,Deflect-O Clock. Durable,18.94,1.28
TU-2016-TB11400134-41472,17/07/2016,23/07/2016,TB-11400134,Tom Boeckenhauer,Tüketici,Marmara,İstanbul,Kartal,OFF-AP-3856,Ofis Malzemeleri,Araç Gereç,Cuisinart Blender. Black,26.57,3.19
TU-2016-TB11400134-41472,17/07/2016,23/07/2016,TB-11400134,Tom Boeckenhauer,Tüketici,Marmara,İstanbul,Kartal,OFF-AR-5926,Ofis Malzemeleri,Sanat,Sanford Pens. Fluorescent,4.94,1.43
TU-2016-HR4830134-41482,27/07/2016,31/07/2016,HR-4830134,Harold Ryan,Kurumsal,Ege,İzmir,Torbalı,FUR-FU-6278,Mobilya,Mobilya,Tenex Stacking Tray. Erganomic,9.54,2.01
TU-2016-PT9090134-41483,28/07/2016,28/07/2016,PT-9090134,Pete Takahito,Tüketici,Marmara,İstanbul,Kartal,OFF-EN-5034,Ofis Malzemeleri,Zarf,Kraft Mailers. Security-Tint,96.12,32.30
TU-2016-PT9090134-41483,28/07/2016,28/07/2016,PT-9090134,Pete Takahito,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-3715,Ofis Malzemeleri,Cilt,Cardinal 3-Hole Punch. Recycled,46.66,6.26
TU-2016-RM9375134-41485,30/07/2016,02/08/2016,RM-9375134,Raymond Messe,Tüketici,Ege,İzmir,Torbalı,TEC-PH-3817,Teknoloji,Telefon,Cisco Speaker Phone. VoIP,110.86,74.84
TU-2016-LA6780134-41493,07/08/2016,12/08/2016,LA-6780134,Laura Armstrong,Kurumsal,İç Anadolu,Ankara,Çankaya,TEC-AC-3385,Teknoloji,Aksesuar,Belkin Keyboard. Erganomic,196.06,-64.74
TU-2016-CH2070134-41496,10/08/2016,17/08/2016,CH-2070134,Cathy Hwang,Ev-Ofis,Akdeniz,Adana,Ceyhan,TEC-AC-4171,Teknoloji,Aksesuar,Enermax Mouse. Bluetooth,16.12,-1.34
TU-2016-DP3105134-41508,22/08/2016,28/08/2016,DP-3105134,Dave Poirier,Kurumsal,İç Anadolu,Ankara,Çankaya,TEC-AC-5880,Teknoloji,Aksesuar,SanDisk Mouse. Bluetooth,91.94,12.72
TU-2016-LA6780134-41493,07/08/2016,12/08/2016,LA-6780134,Laura Armstrong,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-AP-3580,Ofis Malzemeleri,Araç Gereç,Breville Stove. Silver,224.92,-19.82
TU-2016-JE5745134-41496,10/08/2016,14/08/2016,JE-5745134,Joel Eaton,Tüketici,İç Anadolu,Ankara,Çankaya,OFF-ST-6033,Ofis Malzemeleri,Depolama,Smead File Cart. Single Width,51.37,5.80
TU-2016-SS10875134-41506,20/08/2016,25/08/2016,SS-10875134,Sung Shariari,Tüketici,Marmara,İstanbul,Kartal,OFF-ST-4060,Ofis Malzemeleri,Depolama,Eldon Folders. Blue,54.34,8.46
TU-2016-VM11685134-41506,20/08/2016,26/08/2016,VM-11685134,Valerie Mitchum,Ev-Ofis,Marmara,İstanbul,Maltepe,OFF-ST-5696,Ofis Malzemeleri,Depolama,Rogers Folders. Single Width,12.29,2.00
TU-2016-DP3105134-41508,22/08/2016,28/08/2016,DP-3105134,Dave Poirier,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-ST-4260,Ofis Malzemeleri,Depolama,Fellowes File Cart. Wire Frame,327.31,31.25
TU-2016-JF5355134-41510,24/08/2016,30/08/2016,JF-5355134,Jay Fein,Tüketici,İç Anadolu,Kayseri,Melikgazi,OFF-ST-6248,Ofis Malzemeleri,Depolama,Tenex File Cart. Single Width,214.66,73.74
TU-2016-HZ4950134-41515,29/08/2016,31/08/2016,HZ-4950134,Henia Zydlo,Tüketici,Karadeniz,Amasya,Merzifon,OFF-ST-4258,Ofis Malzemeleri,Depolama,Fellowes File Cart. Industrial,110.23,19.53
TU-2016-TB11625134-41515,29/08/2016,29/08/2016,TB-11625134,Trudy Brown,Tüketici,İç Anadolu,Konya,Selçuklu,OFF-PA-5876,Ofis Malzemeleri,Kağıt,SanDisk Message Books. 8.5 x 11,11.18,-3.10
TU-2016-AB255134-41501,15/08/2016,17/08/2016,AB-255134,Alejandro Ballentine,Ev-Ofis,Marmara,İstanbul,Bağcılar,FUR-BO-3631,Mobilya,Kitaplık,Bush Corner Shelving. Traditional,99.19,6.77
TU-2016-DP3105134-41508,22/08/2016,28/08/2016,DP-3105134,Dave Poirier,Kurumsal,İç Anadolu,Ankara,Çankaya,FUR-BO-3642,Mobilya,Kitaplık,Bush Library with Doors. Traditional,582.91,88.53
TU-2016-HZ4950134-41515,29/08/2016,31/08/2016,HZ-4950134,Henia Zydlo,Tüketici,Karadeniz,Amasya,Merzifon,TEC-MA-5569,Teknoloji,Makine,Panasonic Phone. White,33.30,2.48
TU-2016-TB11625134-41515,29/08/2016,29/08/2016,TB-11625134,Trudy Brown,Tüketici,İç Anadolu,Konya,Selçuklu,TEC-MA-6134,Teknoloji,Makine,StarTech Calculator. White,61.39,9.09
TU-2016-MA7560134-41497,11/08/2016,15/08/2016,MA-7560134,Matt Abelman,Ev-Ofis,İç Anadolu,Ankara,Mamak,FUR-TA-4646,Mobilya,Masa,Hon Conference Table. Fully Assembled,738.36,44.56
TU-2016-DP3105134-41508,22/08/2016,28/08/2016,DP-3105134,Dave Poirier,Kurumsal,İç Anadolu,Ankara,Çankaya,FUR-FU-3066,Mobilya,Mobilya,Advantus Stacking Tray. Durable,10.55,2.71
TU-2016-MA7560134-41497,11/08/2016,15/08/2016,MA-7560134,Matt Abelman,Ev-Ofis,İç Anadolu,Ankara,Mamak,OFF-FA-6189,Ofis Malzemeleri,Sabitleyici,Stockwell Paper Clips. Assorted Sizes,4.54,1.69
TU-2016-LA6780134-41493,07/08/2016,12/08/2016,LA-6780134,Laura Armstrong,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-AR-5919,Ofis Malzemeleri,Sanat,Sanford Markers. Fluorescent,9.80,1.24
TU-2016-DB3555134-41494,08/08/2016,10/08/2016,DB-3555134,Dorothy Badders,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-AR-3469,Ofis Malzemeleri,Sanat,BIC Sketch Pad. Easy-Erase,19.57,-4.91
TU-2016-FM4215134-41495,09/08/2016,11/08/2016,FM-4215134,Filia McAdams,Kurumsal,Marmara,İstanbul,Kartal,OFF-AR-6125,Ofis Malzemeleri,Sanat,Stanley Sketch Pad. Blue,17.77,2.02
TU-2016-JS6030134-41500,14/08/2016,16/08/2016,JS-6030134,Joy Smith,Tüketici,GD Anadolu,Diyarbakır,Ergani,OFF-AR-3489,Ofis Malzemeleri,Sanat,Binney & Smith Markers. Easy-Erase,19.49,1.79
TU-2016-VM11685134-41506,20/08/2016,25/08/2016,VM-11685134,Valerie Mitchum,Ev-Ofis,Marmara,İstanbul,Maltepe,OFF-AR-3488,Ofis Malzemeleri,Sanat,Binney & Smith Markers. Blue,9.64,2.34
TU-2016-CG2040134-41509,23/08/2016,28/08/2016,CG-2040134,Catherine Glotzbach,Ev-Ofis,Marmara,Bursa,Orhangazi,OFF-AR-5923,Ofis Malzemeleri,Sanat,Sanford Pencil Sharpener. Water Color,41.76,5.52
TU-2016-JF5355134-41510,24/08/2016,30/08/2016,JF-5355134,Jay Fein,Tüketici,İç Anadolu,Kayseri,Melikgazi,OFF-AR-3457,Ofis Malzemeleri,Sanat,BIC Markers. Easy-Erase,21.36,-1.10
TU-2016-HZ4950134-41515,29/08/2016,31/08/2016,HZ-4950134,Henia Zydlo,Tüketici,Karadeniz,Amasya,Merzifon,OFF-AR-6124,Ofis Malzemeleri,Sanat,Stanley Pens. Water Color,21.17,5.83
TU-2016-JF5355134-41510,24/08/2016,30/08/2016,JF-5355134,Jay Fein,Tüketici,İç Anadolu,Kayseri,Melikgazi,TEC-PH-5356,Teknoloji,Telefon,Nokia Smart Phone. with Caller ID,255.56,-53.37
TU-2016-HZ4950134-41515,29/08/2016,31/08/2016,HZ-4950134,Henia Zydlo,Tüketici,Karadeniz,Amasya,Merzifon,TEC-PH-5339,Teknoloji,Telefon,Nokia Headset. Cordless,30.38,8.87
TU-2016-HZ4950134-41515,29/08/2016,31/08/2016,HZ-4950134,Henia Zydlo,Tüketici,Karadeniz,Amasya,Merzifon,OFF-EN-5044,Ofis Malzemeleri,Zarf,Kraft Peel and Seal. with clear poly window,38.45,3.75
TU-2016-AI855134-41518,01/09/2016,06/09/2016,AI-855134,Arianne Irving,Tüketici,Akdeniz,Kahramanmaraş,Elbistan,FUR-BO-5761,Mobilya,Kitaplık,Safco Classic Bookcase. Mobile,352.54,-193.94
TU-2016-AI855134-41518,01/09/2016,06/09/2016,AI-855134,Arianne Irving,Tüketici,Akdeniz,Kahramanmaraş,Elbistan,OFF-AP-4953,Ofis Malzemeleri,Araç Gereç,KitchenAid Coffee Grinder. Red,28.19,2.45
TU-2016-VW11775134-41519,02/09/2016,03/09/2016,VW-11775134,Victoria Wilson,Kurumsal,Marmara,İstanbul,Kartal,TEC-PH-5835,Teknoloji,Telefon,Samsung Signal Booster. Cordless,55.78,-26.51
TU-2016-TH11235134-41520,03/09/2016,04/09/2016,TH-11235134,Tiffany House,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-ST-5702,Ofis Malzemeleri,Depolama,Rogers Lockers. Single Width,84.66,33.87
TU-2016-TH11235134-41520,03/09/2016,04/09/2016,TH-11235134,Tiffany House,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-AR-3555,Ofis Malzemeleri,Sanat,Boston Sketch Pad. Water Color,20.71,9.54
TU-2016-TH11235134-41520,03/09/2016,04/09/2016,TH-11235134,Tiffany House,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-ST-6025,Ofis Malzemeleri,Depolama,Smead Box. Single Width,4.32,-1.69
TU-2016-TH11235134-41520,03/09/2016,04/09/2016,TH-11235134,Tiffany House,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-BI-3714,Ofis Malzemeleri,Cilt,Cardinal 3-Hole Punch. Economy,11.52,2.00
TU-2016-RF9840134-41528,11/09/2016,16/09/2016,RF-9840134,Roy Französisch,Tüketici,Marmara,Bursa,Orhangazi,OFF-BI-3738,Ofis Malzemeleri,Cilt,Cardinal Index Tab. Durable,12.19,2.61
TU-2016-LS6975134-41529,12/09/2016,16/09/2016,LS-6975134,Lindsay Shagiari,Ev-Ofis,Akdeniz,Mersin,Silifke,TEC-AC-4165,Teknoloji,Aksesuar,Enermax Memory Card. Programmable,46.36,7.54
TU-2016-PO9195134-41530,13/09/2016,19/09/2016,PO-9195134,Phillina Ober,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-ST-6272,Ofis Malzemeleri,Depolama,Tenex Shelving. Blue,131.18,-18.40
TU-2016-PO9195134-41530,13/09/2016,19/09/2016,PO-9195134,Phillina Ober,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-PA-4480,Ofis Malzemeleri,Kağıt,Green Bar Note Cards. Premium,71.50,2.98
TU-2016-PO9195134-41530,13/09/2016,19/09/2016,PO-9195134,Phillina Ober,Ev-Ofis,İç Anadolu,Ankara,Çankaya,FUR-CH-5395,Mobilya,Sandalye,Novimex Rocking Chair. Black,51.60,1.92
TU-2016-PO9195134-41530,13/09/2016,19/09/2016,PO-9195134,Phillina Ober,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-AR-3477,Ofis Malzemeleri,Sanat,Binney & Smith Canvas. Fluorescent,42.10,3.16
TU-2016-KW6570134-41530,13/09/2016,16/09/2016,KW-6570134,Kelly Williams,Tüketici,Marmara,İstanbul,Üsküdar,TEC-CO-4576,Teknoloji,Fotokopi Makinesi,Hewlett Fax Machine. Digital,127.82,-4.77
TU-2016-KW6570134-41530,13/09/2016,16/09/2016,KW-6570134,Kelly Williams,Tüketici,Marmara,İstanbul,Üsküdar,OFF-AR-6117,Ofis Malzemeleri,Sanat,Stanley Markers. Water Color,20.30,-3.72
TU-2016-KW6570134-41530,13/09/2016,16/09/2016,KW-6570134,Kelly Williams,Tüketici,Marmara,İstanbul,Üsküdar,OFF-AR-3546,Ofis Malzemeleri,Sanat,Boston Pens. Blue,11.38,1.89
TU-2016-NP8325134-41531,14/09/2016,19/09/2016,NP-8325134,Naresj Patel,Tüketici,Akdeniz,Hatay,Antakya,OFF-ST-6264,Ofis Malzemeleri,Depolama,Tenex Lockers. Wire Frame,162.58,-117.92
TU-2016-DL2925134-41534,17/09/2016,21/09/2016,DL-2925134,Daniel Lacy,Tüketici,GD Anadolu,Gaziantep,Nizip,OFF-ST-6275,Ofis Malzemeleri,Depolama,Tenex Shelving. Wire Frame,42.98,1.64
TU-2016-DL2925134-41534,17/09/2016,21/09/2016,DL-2925134,Daniel Lacy,Tüketici,GD Anadolu,Gaziantep,Nizip,FUR-BO-4854,Mobilya,Kitaplık,Ikea Corner Shelving. Pine,49.76,4.72
TU-2016-LA6780134-41535,18/09/2016,20/09/2016,LA-6780134,Laura Armstrong,Kurumsal,Akdeniz,Antalya,Kemer,OFF-AR-5932,Ofis Malzemeleri,Sanat,Sanford Sketch Pad. Fluorescent,74.78,24.34
TU-2016-LW6990134-41535,18/09/2016,21/09/2016,LW-6990134,Lindsay Williams,Kurumsal,Ege,Manisa,Salihli,TEC-AC-3397,Teknoloji,Aksesuar,Belkin Numeric Keypad. Erganomic,47.40,8.76
TU-2016-LW6990134-41535,18/09/2016,21/09/2016,LW-6990134,Lindsay Williams,Kurumsal,Ege,Manisa,Salihli,OFF-AR-6119,Ofis Malzemeleri,Sanat,Stanley Pencil Sharpener. Fluorescent,9.91,2.95
TU-2016-GM4680134-41536,19/09/2016,23/09/2016,GM-4680134,Greg Matthias,Tüketici,Ege,İzmir,Torbalı,OFF-BI-3247,Ofis Malzemeleri,Cilt,Avery Binder Covers. Durable,20.11,-3.69
TU-2016-GM4680134-41536,19/09/2016,23/09/2016,GM-4680134,Greg Matthias,Tüketici,Ege,İzmir,Torbalı,OFF-LA-4679,Ofis Malzemeleri,Etiket,Hon Removable Labels. Adjustable,4.26,1.12
TU-2016-JB6045134-41544,27/09/2016,04/10/2016,JB-6045134,Julia Barnett,Ev-Ofis,GD Anadolu,Diyarbakır,Ergani,OFF-ST-6272,Ofis Malzemeleri,Depolama,Tenex Shelving. Blue,21.86,3.07
TU-2016-JB6045134-41544,27/09/2016,04/10/2016,JB-6045134,Julia Barnett,Ev-Ofis,GD Anadolu,Diyarbakır,Ergani,OFF-PA-3990,Ofis Malzemeleri,Kağıt,Eaton Computer Printout Paper. 8.5 x 11,24.55,2.63
TU-2016-MV7485134-41550,03/10/2016,06/10/2016,MV-7485134,Mark Van Huff,Tüketici,İç Anadolu,Konya,Selçuklu,OFF-ST-4108,Ofis Malzemeleri,Depolama,Eldon Trays. Wire Frame,18.82,4.89
TU-2016-JS5595134-41551,04/10/2016,09/10/2016,JS-5595134,Jill Stevenson,Kurumsal,Marmara,İstanbul,Kartal,OFF-AP-4499,Ofis Malzemeleri,Araç Gereç,Hamilton Beach Microwave. Silver,226.61,-32.93
TU-2016-JS5595134-41551,04/10/2016,09/10/2016,JS-5595134,Jill Stevenson,Kurumsal,Marmara,İstanbul,Kartal,TEC-CO-4591,Teknoloji,Fotokopi Makinesi,Hewlett Wireless Fax. Digital,151.93,18.33
TU-2016-JS5595134-41551,04/10/2016,09/10/2016,JS-5595134,Jill Stevenson,Kurumsal,Marmara,İstanbul,Kartal,TEC-CO-4588,Teknoloji,Fotokopi Makinesi,Hewlett Personal Copier. High-Speed,56.99,4.32
TU-2016-JS5595134-41551,04/10/2016,09/10/2016,JS-5595134,Jill Stevenson,Kurumsal,Marmara,İstanbul,Kartal,TEC-PH-3134,Teknoloji,Telefon,Apple Headset. VoIP,29.34,3.75
TU-2016-JS5595134-41551,04/10/2016,09/10/2016,JS-5595134,Jill Stevenson,Kurumsal,Marmara,İstanbul,Kartal,OFF-BI-6382,Ofis Malzemeleri,Cilt,Wilson Jones Binding Machine. Clear,38.74,2.06
TU-2016-NF8475134-41551,04/10/2016,11/10/2016,NF-8475134,Neil Französisch,Ev-Ofis,Ege,İzmir,Torbalı,OFF-EN-4431,Ofis Malzemeleri,Zarf,GlobeWeis Business Envelopes. Recycled,77.47,1.25
TU-2016-NF8475134-41551,04/10/2016,11/10/2016,NF-8475134,Neil Französisch,Ev-Ofis,Ege,İzmir,Torbalı,TEC-CO-4770,Teknoloji,Fotokopi Makinesi,HP Fax and Copier. Digital,69.01,17.27
TU-2016-NF8475134-41551,04/10/2016,11/10/2016,NF-8475134,Neil Französisch,Ev-Ofis,Ege,İzmir,Torbalı,TEC-AC-5102,Teknoloji,Aksesuar,Logitech Flash Drive. USB,49.15,6.89
TU-2016-NF8475134-41551,04/10/2016,11/10/2016,NF-8475134,Neil Französisch,Ev-Ofis,Ege,İzmir,Torbalı,OFF-SU-6165,Ofis Malzemeleri,Sarf Malzemesi,Stiletto Letter Opener. Easy Grip,24.00,2.60
TU-2016-BS1755134-41552,05/10/2016,09/10/2016,BS-1755134,Bruce Stewart,Tüketici,Ege,Aydın,Nazilli,OFF-LA-5399,Ofis Malzemeleri,Etiket,Novimex Round Labels. Adjustable,3.34,1.23
